"Matrix_Index_A","Matrix_Index_B","Region_A","Region_B","Connectivity_A","Connectivity_B","Difference","Effect_Size","Abs_Effect_Size","Bayesian_P_Value","Comparison","Effect_Category","Significance_Category","Combined_Category","index.x","RegionA_Area","RegionA_Side","RegionA_Name","color.x","ctxlabel.x","RSNsID.x","RSNsID17.x","X.x","Y.x","Z.x","RegionA_RSN","RegionA_RSNName","R.x","G.x","B.x","index.y","RegionB_Area","RegionB_Side","RegionB_Name","color.y","ctxlabel.y","RSNsID.y","RSNsID17.y","X.y","Y.y","Z.y","RegionB_RSN","RegionB_RSNName","R.y","G.y","B.y","Connection_Name","Network_Pair","Brain_Regions","Direction"
17,39,17,47,-0.010327195059967,-0.00157358377370133,0.00875361128626572,0.0809062795081093,0.0809062795081093,0.966,"S1_vs_S2","Negligible","Not Significant","Neither",16,"supramarginal","lateral","rh-supramarginal","#50a014","cortical",4,7,116.4,75.537,113.26,"Ventral Attention","VA",196,58,250,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-supramarginal ↔ lh-parstriangularis","VA - DMN","supramarginal - pars triangularis","Increased"
18,39,18,47,-0.062336221277806,-0.0982346984743142,-0.0358984771965082,-0.331795888004892,0.331795888004892,0.32,"S1_vs_S2","Small","Not Significant","Neither",17,"superior parietal","medial","rh-superiorparietal","#14b48c","cortical",3,5,94.215,106.76,80.907,"Dorsal Attention","DA",0,118,14,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-superiorparietal ↔ lh-parstriangularis","DA - DMN","superior parietal - pars triangularis","Decreased"
19,39,19,47,0.0573845973364064,0.0625435605009157,0.00515896316450937,0.0476823224278553,0.0476823224278553,0.785,"S1_vs_S2","Negligible","Not Significant","Neither",18,"inferior parietal","lateral","rh-inferiorparietal","#dc3cdc","cortical",7,16,117.83,83.744,82.615,"Default","DMN",205,62,78,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-inferiorparietal ↔ lh-parstriangularis","DMN - DMN","inferior parietal - pars triangularis","Increased"
20,39,20,47,-0.148339204306674,-0.106787993189491,0.0415512111171832,0.384041944588267,0.384041944588267,0.746,"S1_vs_S2","Small","Not Significant","Neither",19,"precuneus","medial","rh-precuneus","#a08cb4","cortical",7,11,110.78,120.23,88.356,"Default","DMN",205,62,78,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-precuneus ↔ lh-parstriangularis","DMN - DMN","precuneus - pars triangularis","Increased"
21,39,21,47,-0.0971462713035064,-0.0883193268289811,0.00882694447452524,0.0815840701059,0.0815840701059,0.963,"S1_vs_S2","Negligible","Not Significant","Neither",20,"cuneus","medial","rh-cuneus","#dc1464","cortical",1,2,126.55,120.01,67.225,"Visual","VIS",120,18,134,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-cuneus ↔ lh-parstriangularis","VIS - DMN","cuneus - pars triangularis","Increased"
22,39,22,47,-0.0933532197662485,-0.0753915530946594,0.0179616666715891,0.16601281192862,0.16601281192862,0.88,"S1_vs_S2","Negligible","Not Significant","Neither",21,"pericalcarine","medial","rh-pericalcarine","#78643c","cortical",1,2,141.12,116.39,66.125,"Visual","VIS",120,18,134,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-pericalcarine ↔ lh-parstriangularis","VIS - DMN","pericalcarine - pars triangularis","Increased"
23,39,23,47,-0.0325907951047677,-0.0568946867223554,-0.0243038916175877,-0.224631570222052,0.224631570222052,0.815,"S1_vs_S2","Small","Not Significant","Neither",22,"lateral occipital","medial","rh-lateraloccipital","#141e8c","cortical",1,1,146.65,96.814,58.337,"Visual","VIS",120,18,134,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-lateraloccipital ↔ lh-parstriangularis","VIS - DMN","lateral occipital - pars triangularis","Decreased"
24,39,24,47,-0.107312774486776,-0.0691142264127298,0.0381985480740464,0.353054562992956,0.353054562992956,0.8,"S1_vs_S2","Small","Not Significant","Neither",23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-lingual ↔ lh-parstriangularis","VIS - DMN","lingual - pars triangularis","Increased"
25,39,25,47,-0.0601478740198377,-0.100670844275639,-0.0405229702558012,-0.374538307767752,0.374538307767752,0.661,"S1_vs_S2","Small","Not Significant","Neither",24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-fusiform ↔ lh-parstriangularis","VIS - DMN","fusiform - pars triangularis","Decreased"
26,39,26,47,-0.0545935151507704,-0.0894138330213593,-0.034820317870589,-0.321830873918197,0.321830873918197,0.614,"S1_vs_S2","Small","Not Significant","Neither",25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-parahippocampal ↔ lh-parstriangularis","SUB - DMN","parahippocampal - pars triangularis","Decreased"
27,39,27,47,-0.0411409377942748,-0.0845876156551673,-0.0434466778608925,-0.401561018391039,0.401561018391039,0.405,"S1_vs_S2","Small","Not Significant","Neither",26,"entorhinal","medial","rh-entorhinal","#dc140a","cortical",5,9,180.57,104.94,144.98,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-entorhinal ↔ lh-parstriangularis","LS - DMN","entorhinal - pars triangularis","Decreased"
28,39,28,47,-0.0341001144979215,-0.103538688766376,-0.0694385742684545,-0.641794170963791,0.641794170963791,0.14,"S1_vs_S2","Medium","Not Significant","Neither",27,"temporal pole","medial","rh-temporalpole","#464646","cortical",5,9,182.93,97.984,162.88,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-temporalpole ↔ lh-parstriangularis","LS - DMN","temporal pole - pars triangularis","Decreased"
29,39,29,47,0.00493948807756514,-0.0167206801834461,-0.0216601682610113,-0.200196646870488,0.200196646870488,0.746,"S1_vs_S2","Small","Not Significant","Neither",28,"inferior temporal","lateral","rh-inferiortemporal","#b42878","cortical",5,9,174.27,78.611,116.28,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-inferiortemporal ↔ lh-parstriangularis","LS - DMN","inferior temporal - pars triangularis","Decreased"
30,39,30,47,0.00142500297877356,0.00919905489296025,0.00777405191418669,0.071852587065019,0.071852587065019,0.898,"S1_vs_S2","Negligible","Not Significant","Neither",29,"middle temporal","lateral","rh-middletemporal","#a06432","cortical",7,17,162.96,70.445,121.55,"Default","DMN",205,62,78,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-middletemporal ↔ lh-parstriangularis","DMN - DMN","middle temporal - pars triangularis","Increased"
31,39,31,47,-0.033690402269431,0.00580614346606984,0.0394965457355008,0.365051458692822,0.365051458692822,0.106,"S1_vs_S2","Small","Not Significant","Neither",30,"bankssts","lateral","rh-bankssts","#196428","cortical",7,14,142.2,75.719,106.32,"Default","DMN",205,62,78,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-bankssts ↔ lh-parstriangularis","DMN - DMN","bankssts - pars triangularis","Increased"
32,39,32,47,-0.035958125547557,0.00237333630545086,0.0383314618530078,0.354283034191809,0.354283034191809,0.568,"S1_vs_S2","Small","Not Significant","Neither",31,"superior temporal","lateral","rh-superiortemporal","#8cdcdc","cortical",2,4,152.47,72.882,137.34,"Somatomotor","SM",70,130,180,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-superiortemporal ↔ lh-parstriangularis","SM - DMN","superior temporal - pars triangularis","Increased"
33,39,33,47,-0.0533733851304319,-0.0240761255480743,0.0292972595823577,0.270783359584504,0.270783359584504,0.592,"S1_vs_S2","Small","Not Significant","Neither",32,"transverse temporal","lateral","rh-transversetemporal","#9696c8","cortical",2,4,139.57,83.421,129.01,"Somatomotor","SM",70,130,180,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-transversetemporal ↔ lh-parstriangularis","SM - DMN","transverse temporal - pars triangularis","Increased"
34,39,34,47,-0.012645594740354,0.0625494543368426,0.0751950490771965,0.694999064878626,0.694999064878626,0.376,"S1_vs_S2","Medium","Not Significant","Neither",33,"insula","lateral","rh-insula","#ffc020","cortical",4,7,150.06,91.251,149.93,"Ventral Attention","VA",196,58,250,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"rh-insula ↔ lh-parstriangularis","VA - DMN","insula - pars triangularis","Increased"
35,39,43,47,0.0614581080522911,0.0186794165390734,-0.0427786915132177,-0.395387076187623,0.395387076187623,0.328,"S1_vs_S2","Small","Not Significant","Neither",49,"lateral orbitofrontal","medial","lh-lateralorbitofrontal","#ccb68e","cortical",5,10,164.95,153.66,177.57,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"lh-lateralorbitofrontal ↔ lh-parstriangularis","LS - DMN","lateral orbitofrontal - pars triangularis","Decreased"
36,39,44,47,0.188269384458202,0.178991184371396,-0.00927820008680563,-0.085754853055109,0.085754853055109,0.99,"S1_vs_S2","Negligible","Not Significant","Neither",50,"pars orbitalis","lateral","lh-parsorbitalis","#146432","cortical",7,17,160.51,173.78,180.04,"Default","DMN",205,62,78,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"lh-parsorbitalis ↔ lh-parstriangularis","DMN - DMN","pars orbitalis - pars triangularis","Decreased"
37,39,45,47,0.0474740025625888,0.0142300593063575,-0.0332439432562313,-0.307261046564906,0.307261046564906,0.264,"S1_vs_S2","Small","Not Significant","Neither",51,"frontal pole","medial","lh-frontalpole","#640064","cortical",5,10,156.03,135.72,212.15,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"lh-frontalpole ↔ lh-parstriangularis","LS - DMN","frontal pole - pars triangularis","Decreased"
38,39,46,47,-0.0196416190015745,-0.0371910808414,-0.0175494618398255,-0.162202960400762,0.162202960400762,0.745,"S1_vs_S2","Negligible","Not Significant","Neither",52,"medial orbitofrontal","medial","lh-medialorbitofrontal","#c8234b","cortical",5,10,163.12,136.09,179.07,"Limbic","LS",220,248,164,53,"pars triangularis","lateral","lh-parstriangularis","#dc3c14","cortical",7,17,144.78,177.58,176.98,"Default","DMN",205,62,78,"lh-medialorbitofrontal ↔ lh-parstriangularis","LS - DMN","medial orbitofrontal - pars triangularis","Decreased"
1,40,1,48,0.0328404582147162,0.000211164391163213,-0.032629293823553,-0.301580077057179,0.301580077057179,0.485,"S1_vs_S2","Small","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-lateralorbitofrontal ↔ lh-parsopercularis","LS - VA","lateral orbitofrontal - pars opercularis","Decreased"
2,40,2,48,0.173967085063553,0.161292076653317,-0.0126750084102358,-0.11715025258377,0.11715025258377,0.959,"S1_vs_S2","Negligible","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-parsorbitalis ↔ lh-parsopercularis","DMN - VA","pars orbitalis - pars opercularis","Decreased"
3,40,3,48,0.0439340329574168,0.013708514669059,-0.0302255182883578,-0.27936289960147,0.27936289960147,0.259,"S1_vs_S2","Small","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-frontalpole ↔ lh-parsopercularis","LS - VA","frontal pole - pars opercularis","Decreased"
4,40,4,48,-0.0402053405291764,-0.0472856079628492,-0.00708026743367283,-0.0654402025915489,0.0654402025915489,0.865,"S1_vs_S2","Negligible","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-medialorbitofrontal ↔ lh-parsopercularis","LS - VA","medial orbitofrontal - pars opercularis","Decreased"
5,40,5,48,0.201878930777616,0.224181081522763,0.0223021507451464,0.206130245313709,0.206130245313709,0.772,"S1_vs_S2","Small","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-parstriangularis ↔ lh-parsopercularis","FP - VA","pars triangularis - pars opercularis","Increased"
6,40,6,48,0.191483728047813,0.176689824709522,-0.0147939033382907,-0.136734387598596,0.136734387598596,0.959,"S1_vs_S2","Negligible","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-parsopercularis ↔ lh-parsopercularis","FP - VA","pars opercularis - pars opercularis","Decreased"
7,40,7,48,0.243959023876051,0.225473873497869,-0.0184851503781814,-0.170851171515131,0.170851171515131,0.989,"S1_vs_S2","Negligible","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-rostralmiddlefrontal ↔ lh-parsopercularis","FP - VA","rostral middle frontal - pars opercularis","Decreased"
8,40,8,48,0.191175073646102,0.167024916764792,-0.0241501568813101,-0.223210658881964,0.223210658881964,0.828,"S1_vs_S2","Small","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-superiorfrontal ↔ lh-parsopercularis","DMN - VA","superior frontal - pars opercularis","Decreased"
9,40,9,48,0.18566309272864,0.132710140533978,-0.0529529521946626,-0.489423874437149,0.489423874437149,0.516,"S1_vs_S2","Small","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-caudalmiddlefrontal ↔ lh-parsopercularis","FP - VA","caudal middle frontal - pars opercularis","Decreased"
10,40,10,48,0.033048596703793,0.0578078635875125,0.0247592668837195,0.228840429555405,0.228840429555405,0.889,"S1_vs_S2","Small","Not Significant","Neither",9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-precentral ↔ lh-parsopercularis","SM - VA","precentral - pars opercularis","Increased"
11,40,11,48,-0.0650289701274696,-0.0488256784595986,0.016203291667871,0.149760824619782,0.149760824619782,0.8,"S1_vs_S2","Negligible","Not Significant","Neither",10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-paracentral ↔ lh-parsopercularis","SM - VA","paracentral - pars opercularis","Increased"
12,40,12,48,0.031682855362233,0.042798669398144,0.011115814035911,0.102739215615004,0.102739215615004,0.776,"S1_vs_S2","Negligible","Not Significant","Neither",11,"rostral anterior cingulate","medial","rh-rostralanteriorcingulate","#50148c","cortical",7,16,145.08,123.99,181.15,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-rostralanteriorcingulate ↔ lh-parsopercularis","DMN - VA","rostral anterior cingulate - pars opercularis","Increased"
13,40,13,48,0.0705581103289511,0.109314150404746,0.038756040075795,0.358207248238161,0.358207248238161,0.635,"S1_vs_S2","Small","Not Significant","Neither",12,"caudal anterior cingulate","medial","rh-caudalanteriorcingulate","#7d64a0","cortical",4,8,121.5,124.53,165.79,"Ventral Attention","VA",196,58,250,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-caudalanteriorcingulate ↔ lh-parsopercularis","VA - VA","caudal anterior cingulate - pars opercularis","Increased"
14,40,14,48,-0.0667432324200606,0.000250839628389174,0.0669940720484498,0.619200572344647,0.619200572344647,0.351,"S1_vs_S2","Medium","Not Significant","Neither",13,"posterior cingulate","medial","rh-posteriorcingulate","#dcb4dc","cortical",2,3,107.1,124.29,127.69,"Somatomotor","SM",70,130,180,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-posteriorcingulate ↔ lh-parsopercularis","SM - VA","posterior cingulate - pars opercularis","Increased"
15,40,15,48,-0.106056371475105,-0.0606423655691675,0.0454140059059371,0.419744278703986,0.419744278703986,0.706,"S1_vs_S2","Small","Not Significant","Neither",14,"isthmus cingulate","medial","rh-isthmuscingulate","#8c148c","cortical",7,16,125.08,123.11,103.98,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-isthmuscingulate ↔ lh-parsopercularis","DMN - VA","isthmus cingulate - pars opercularis","Increased"
16,40,16,48,-0.0403402859775385,-0.0327478032126697,0.00759248276486871,0.0701744128961685,0.0701744128961685,0.942,"S1_vs_S2","Negligible","Not Significant","Neither",15,"postcentral","medial","rh-postcentral","#dc1414","cortical",2,4,107.64,82.426,125.71,"Somatomotor","SM",70,130,180,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-postcentral ↔ lh-parsopercularis","SM - VA","postcentral - pars opercularis","Increased"
17,40,17,48,0.0173440147640306,0.0227105747594655,0.00536655999543488,0.0496010604981886,0.0496010604981886,0.945,"S1_vs_S2","Negligible","Not Significant","Neither",16,"supramarginal","lateral","rh-supramarginal","#50a014","cortical",4,7,116.4,75.537,113.26,"Ventral Attention","VA",196,58,250,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-supramarginal ↔ lh-parsopercularis","VA - VA","supramarginal - pars opercularis","Increased"
18,40,18,48,-0.0367021766905523,-0.0658170279682599,-0.0291148512777076,-0.269097429424026,0.269097429424026,0.35,"S1_vs_S2","Small","Not Significant","Neither",17,"superior parietal","medial","rh-superiorparietal","#14b48c","cortical",3,5,94.215,106.76,80.907,"Dorsal Attention","DA",0,118,14,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-superiorparietal ↔ lh-parsopercularis","DA - VA","superior parietal - pars opercularis","Decreased"
19,40,19,48,0.0607138804356727,0.0651043501089695,0.00439046967329683,0.0405794311562543,0.0405794311562543,0.807,"S1_vs_S2","Negligible","Not Significant","Neither",18,"inferior parietal","lateral","rh-inferiorparietal","#dc3cdc","cortical",7,16,117.83,83.744,82.615,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-inferiorparietal ↔ lh-parsopercularis","DMN - VA","inferior parietal - pars opercularis","Increased"
20,40,20,48,-0.134555579948177,-0.0753523851238298,0.0592031948243471,0.547192475378359,0.547192475378359,0.565,"S1_vs_S2","Medium","Not Significant","Neither",19,"precuneus","medial","rh-precuneus","#a08cb4","cortical",7,11,110.78,120.23,88.356,"Default","DMN",205,62,78,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-precuneus ↔ lh-parsopercularis","DMN - VA","precuneus - pars opercularis","Increased"
21,40,21,48,-0.0967372993543629,-0.0811515948475179,0.015585704506845,0.144052702813074,0.144052702813074,0.878,"S1_vs_S2","Negligible","Not Significant","Neither",20,"cuneus","medial","rh-cuneus","#dc1464","cortical",1,2,126.55,120.01,67.225,"Visual","VIS",120,18,134,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-cuneus ↔ lh-parsopercularis","VIS - VA","cuneus - pars opercularis","Increased"
22,40,22,48,-0.0981192882466643,-0.0782205747471602,0.0198987134995041,0.18391619453889,0.18391619453889,0.835,"S1_vs_S2","Negligible","Not Significant","Neither",21,"pericalcarine","medial","rh-pericalcarine","#78643c","cortical",1,2,141.12,116.39,66.125,"Visual","VIS",120,18,134,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-pericalcarine ↔ lh-parsopercularis","VIS - VA","pericalcarine - pars opercularis","Increased"
23,40,23,48,-0.0386819912295006,-0.0642521973794577,-0.0255702061499571,-0.236335630883485,0.236335630883485,0.762,"S1_vs_S2","Small","Not Significant","Neither",22,"lateral occipital","medial","rh-lateraloccipital","#141e8c","cortical",1,1,146.65,96.814,58.337,"Visual","VIS",120,18,134,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-lateraloccipital ↔ lh-parsopercularis","VIS - VA","lateral occipital - pars opercularis","Decreased"
24,40,24,48,-0.117512700598861,-0.0814733314876309,0.03603936911123,0.333098098059706,0.333098098059706,0.763,"S1_vs_S2","Small","Not Significant","Neither",23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-lingual ↔ lh-parsopercularis","VIS - VA","lingual - pars opercularis","Increased"
25,40,25,48,-0.0785726798193645,-0.111379062010302,-0.0328063821909377,-0.303216837073213,0.303216837073213,0.696,"S1_vs_S2","Small","Not Significant","Neither",24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-fusiform ↔ lh-parsopercularis","VIS - VA","fusiform - pars opercularis","Decreased"
26,40,26,48,-0.0726150692455727,-0.0972559730738454,-0.0246409038282727,-0.227746445126093,0.227746445126093,0.691,"S1_vs_S2","Small","Not Significant","Neither",25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-parahippocampal ↔ lh-parsopercularis","SUB - VA","parahippocampal - pars opercularis","Decreased"
27,40,27,48,-0.0546336132615516,-0.0841544680294063,-0.0295208547678547,-0.272849964324296,0.272849964324296,0.565,"S1_vs_S2","Small","Not Significant","Neither",26,"entorhinal","medial","rh-entorhinal","#dc140a","cortical",5,9,180.57,104.94,144.98,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-entorhinal ↔ lh-parsopercularis","LS - VA","entorhinal - pars opercularis","Decreased"
28,40,28,48,-0.0487760975883723,-0.0988154995259527,-0.0500394019375804,-0.462495044294752,0.462495044294752,0.31,"S1_vs_S2","Small","Not Significant","Neither",27,"temporal pole","medial","rh-temporalpole","#464646","cortical",5,9,182.93,97.984,162.88,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-temporalpole ↔ lh-parsopercularis","LS - VA","temporal pole - pars opercularis","Decreased"
29,40,29,48,-0.0142959654644532,-0.0322512941837372,-0.0179553287192841,-0.165954232660712,0.165954232660712,0.778,"S1_vs_S2","Negligible","Not Significant","Neither",28,"inferior temporal","lateral","rh-inferiortemporal","#b42878","cortical",5,9,174.27,78.611,116.28,"Limbic","LS",220,248,164,54,"pars opercularis","lateral","lh-parsopercularis","#dcb48c","cortical",4,17,130.73,180.01,161.75,"Ventral Attention","VA",196,58,250,"rh-inferiortemporal ↔ lh-parsopercularis","LS - VA","inferior temporal - pars opercularis","Decreased"
