"Matrix_Index_A","Matrix_Index_B","Region_A","Region_B","Connectivity_A","Connectivity_B","Difference","Effect_Size","Abs_Effect_Size","Bayesian_P_Value","Comparison","Effect_Category","Significance_Category","Combined_Category","index.x","RegionA_Area","RegionA_Side","RegionA_Name","color.x","ctxlabel.x","RSNsID.x","RSNsID17.x","X.x","Y.x","Z.x","RegionA_RSN","RegionA_RSNName","R.x","G.x","B.x","index.y","RegionB_Area","RegionB_Side","RegionB_Name","color.y","ctxlabel.y","RSNsID.y","RSNsID17.y","X.y","Y.y","Z.y","RegionB_RSN","RegionB_RSNName","R.y","G.y","B.y","Connection_Name","Network_Pair","Brain_Regions","Direction"
6,24,6,24,-0.093771182037902,-0.0411341157905986,0.0526370662473033,0.608331586069727,0.608331586069727,0.179,"S3_vs_S2","Medium","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-parsopercularis ↔ rh-lingual","FP - VIS","pars opercularis - lingual","Increased"
7,24,7,24,-0.14312224247127,-0.0895652519441878,0.0535569905270825,0.618963238554934,0.618963238554934,0.439,"S3_vs_S2","Medium","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-rostralmiddlefrontal ↔ rh-lingual","FP - VIS","rostral middle frontal - lingual","Increased"
8,24,8,24,-0.162751824154184,-0.139702462714944,0.0230493614392401,0.266383664628073,0.266383664628073,0.736,"S3_vs_S2","Small","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-superiorfrontal ↔ rh-lingual","DMN - VIS","superior frontal - lingual","Increased"
9,24,9,24,-0.09495120292376,-0.117925792940468,-0.0229745900167075,-0.265519524179056,0.265519524179056,0.659,"S3_vs_S2","Small","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-caudalmiddlefrontal ↔ rh-lingual","FP - VIS","caudal middle frontal - lingual","Decreased"
10,24,10,24,-0.139383608787935,-0.140650072333154,-0.00126646354521986,-0.0146366397690821,0.0146366397690821,0.967,"S3_vs_S2","Negligible","Not Significant","Neither",9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-precentral ↔ rh-lingual","SM - VIS","precentral - lingual","Decreased"
11,24,11,24,-0.0681813782705318,-0.0893893686151408,-0.021207990344609,-0.245102763574868,0.245102763574868,0.554,"S3_vs_S2","Small","Not Significant","Neither",10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-paracentral ↔ rh-lingual","SM - VIS","paracentral - lingual","Decreased"
12,24,12,24,-0.133815366468471,-0.0833191743445822,0.0504961921238886,0.5835892999979,0.5835892999979,0.37,"S3_vs_S2","Medium","Not Significant","Neither",11,"rostral anterior cingulate","medial","rh-rostralanteriorcingulate","#50148c","cortical",7,16,145.08,123.99,181.15,"Default","DMN",205,62,78,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-rostralanteriorcingulate ↔ rh-lingual","DMN - VIS","rostral anterior cingulate - lingual","Increased"
13,24,13,24,-0.119102348807542,-0.0865592075368569,0.0325431412706846,0.376104182020232,0.376104182020232,0.428,"S3_vs_S2","Small","Not Significant","Neither",12,"caudal anterior cingulate","medial","rh-caudalanteriorcingulate","#7d64a0","cortical",4,8,121.5,124.53,165.79,"Ventral Attention","VA",196,58,250,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-caudalanteriorcingulate ↔ rh-lingual","VA - VIS","caudal anterior cingulate - lingual","Increased"
14,24,14,24,-0.119441209729431,-0.114725376113615,0.0047158336158163,0.0545013380812697,0.0545013380812697,0.921,"S3_vs_S2","Negligible","Not Significant","Neither",13,"posterior cingulate","medial","rh-posteriorcingulate","#dcb4dc","cortical",2,3,107.1,124.29,127.69,"Somatomotor","SM",70,130,180,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-posteriorcingulate ↔ rh-lingual","SM - VIS","posterior cingulate - lingual","Increased"
15,24,15,24,0.0740830116519427,0.0221057634538633,-0.0519772481980794,-0.600706006055142,0.600706006055142,0.013,"S3_vs_S2","Medium","Marginally Significant","Significant Only",14,"isthmus cingulate","medial","rh-isthmuscingulate","#8c148c","cortical",7,16,125.08,123.11,103.98,"Default","DMN",205,62,78,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-isthmuscingulate ↔ rh-lingual","DMN - VIS","isthmus cingulate - lingual","Decreased"
16,24,16,24,-0.105129079906617,-0.105244918813256,-0.000115838906638757,-0.00133876127277037,0.00133876127277037,0.991,"S3_vs_S2","Negligible","Not Significant","Neither",15,"postcentral","medial","rh-postcentral","#dc1414","cortical",2,4,107.64,82.426,125.71,"Somatomotor","SM",70,130,180,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-postcentral ↔ rh-lingual","SM - VIS","postcentral - lingual","Decreased"
17,24,17,24,-0.0631291974993114,-0.0679414595582629,-0.00481226205895147,-0.0556157707793051,0.0556157707793051,0.895,"S3_vs_S2","Negligible","Not Significant","Neither",16,"supramarginal","lateral","rh-supramarginal","#50a014","cortical",4,7,116.4,75.537,113.26,"Ventral Attention","VA",196,58,250,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-supramarginal ↔ rh-lingual","VA - VIS","supramarginal - lingual","Decreased"
18,24,18,24,0.0719956289041403,0.0256238575731333,-0.0463717713310071,-0.535922976218293,0.535922976218293,0.156,"S3_vs_S2","Medium","Not Significant","Neither",17,"superior parietal","medial","rh-superiorparietal","#14b48c","cortical",3,5,94.215,106.76,80.907,"Dorsal Attention","DA",0,118,14,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-superiorparietal ↔ rh-lingual","DA - VIS","superior parietal - lingual","Decreased"
19,24,19,24,0.0343868024525855,-0.0115343445209194,-0.0459211469735048,-0.530715067615768,0.530715067615768,0.054,"S3_vs_S2","Medium","Not Significant","Neither",18,"inferior parietal","lateral","rh-inferiorparietal","#dc3cdc","cortical",7,16,117.83,83.744,82.615,"Default","DMN",205,62,78,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-inferiorparietal ↔ rh-lingual","DMN - VIS","inferior parietal - lingual","Decreased"
20,24,20,24,0.129620661483043,0.0537267431634991,-0.0758939183195438,-0.877113239698075,0.877113239698075,0.032,"S3_vs_S2","Large","Marginally Significant","Gold Standard",19,"precuneus","medial","rh-precuneus","#a08cb4","cortical",7,11,110.78,120.23,88.356,"Default","DMN",205,62,78,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-precuneus ↔ rh-lingual","DMN - VIS","precuneus - lingual","Decreased"
21,24,21,24,0.256637280703871,0.216071257523971,-0.0405660231798996,-0.468825392084497,0.468825392084497,0.525,"S3_vs_S2","Small","Not Significant","Neither",20,"cuneus","medial","rh-cuneus","#dc1464","cortical",1,2,126.55,120.01,67.225,"Visual","VIS",120,18,134,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-cuneus ↔ rh-lingual","VIS - VIS","cuneus - lingual","Decreased"
22,24,22,24,0.280521234657903,0.294816926804178,0.0142956921462754,0.165216675193287,0.165216675193287,0.877,"S3_vs_S2","Negligible","Not Significant","Neither",21,"pericalcarine","medial","rh-pericalcarine","#78643c","cortical",1,2,141.12,116.39,66.125,"Visual","VIS",120,18,134,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-pericalcarine ↔ rh-lingual","VIS - VIS","pericalcarine - lingual","Increased"
23,24,23,24,0.235140795739257,0.250747986359837,0.0156071906205794,0.180373787925463,0.180373787925463,0.84,"S3_vs_S2","Negligible","Not Significant","Neither",22,"lateral occipital","medial","rh-lateraloccipital","#141e8c","cortical",1,1,146.65,96.814,58.337,"Visual","VIS",120,18,134,23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,"rh-lateraloccipital ↔ rh-lingual","VIS - VIS","lateral occipital - lingual","Increased"
1,25,1,25,-0.0555617168988584,-0.0594260525878501,-0.00386433568899172,-0.0446604954718695,0.0446604954718695,0.986,"S3_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-lateralorbitofrontal ↔ rh-fusiform","LS - VIS","lateral orbitofrontal - fusiform","Decreased"
2,25,2,25,-0.0928243229071727,-0.0604358578680082,0.0323884650391645,0.374316574086198,0.374316574086198,0.539,"S3_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-parsorbitalis ↔ rh-fusiform","DMN - VIS","pars orbitalis - fusiform","Increased"
3,25,3,25,-0.0425841068483587,-0.0336947275115569,0.00888937933680173,0.102735403332041,0.102735403332041,0.79,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-frontalpole ↔ rh-fusiform","LS - VIS","frontal pole - fusiform","Increased"
4,25,4,25,-0.068928295635981,-0.104367458614359,-0.035439162978378,-0.40957378061937,0.40957378061937,0.675,"S3_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-medialorbitofrontal ↔ rh-fusiform","LS - VIS","medial orbitofrontal - fusiform","Decreased"
5,25,5,25,-0.106172939548475,-0.0822873669730386,0.0238855725754361,0.27604783634276,0.27604783634276,0.695,"S3_vs_S2","Small","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-parstriangularis ↔ rh-fusiform","FP - VIS","pars triangularis - fusiform","Increased"
6,25,6,25,-0.114874467891401,-0.0697064308822829,0.0451680370091177,0.522011304055541,0.522011304055541,0.342,"S3_vs_S2","Medium","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-parsopercularis ↔ rh-fusiform","FP - VIS","pars opercularis - fusiform","Increased"
7,25,7,25,-0.136217366760765,-0.107354196119647,0.0288631706411175,0.333574411093091,0.333574411093091,0.701,"S3_vs_S2","Small","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-rostralmiddlefrontal ↔ rh-fusiform","FP - VIS","rostral middle frontal - fusiform","Increased"
8,25,8,25,-0.104225686219682,-0.125505275187625,-0.0212795889679431,-0.245930235681475,0.245930235681475,0.715,"S3_vs_S2","Small","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-superiorfrontal ↔ rh-fusiform","DMN - VIS","superior frontal - fusiform","Decreased"
9,25,9,25,-0.0790532119258594,-0.109121440005831,-0.0300682280799716,-0.347501374644574,0.347501374644574,0.474,"S3_vs_S2","Small","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-caudalmiddlefrontal ↔ rh-fusiform","FP - VIS","caudal middle frontal - fusiform","Decreased"
10,25,10,25,-0.093772327571053,-0.129236195348221,-0.0354638677771679,-0.40985929633107,0.40985929633107,0.381,"S3_vs_S2","Small","Not Significant","Neither",9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-precentral ↔ rh-fusiform","SM - VIS","precentral - fusiform","Decreased"
11,25,11,25,-0.0415201865918122,-0.0762226386970761,-0.0347024521052639,-0.401059542918304,0.401059542918304,0.247,"S3_vs_S2","Small","Not Significant","Neither",10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-paracentral ↔ rh-fusiform","SM - VIS","paracentral - fusiform","Decreased"
12,25,12,25,-0.118483458793627,-0.10554387783453,0.0129395809590966,0.149543969090948,0.149543969090948,0.8,"S3_vs_S2","Negligible","Not Significant","Neither",11,"rostral anterior cingulate","medial","rh-rostralanteriorcingulate","#50148c","cortical",7,16,145.08,123.99,181.15,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-rostralanteriorcingulate ↔ rh-fusiform","DMN - VIS","rostral anterior cingulate - fusiform","Increased"
13,25,13,25,-0.154981301346358,-0.113821384204384,0.0411599171419738,0.475689081147418,0.475689081147418,0.431,"S3_vs_S2","Small","Not Significant","Neither",12,"caudal anterior cingulate","medial","rh-caudalanteriorcingulate","#7d64a0","cortical",4,8,121.5,124.53,165.79,"Ventral Attention","VA",196,58,250,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-caudalanteriorcingulate ↔ rh-fusiform","VA - VIS","caudal anterior cingulate - fusiform","Increased"
14,25,14,25,-0.127184246971356,-0.136496036075238,-0.00931178910388225,-0.107617233226818,0.107617233226818,0.803,"S3_vs_S2","Negligible","Not Significant","Neither",13,"posterior cingulate","medial","rh-posteriorcingulate","#dcb4dc","cortical",2,3,107.1,124.29,127.69,"Somatomotor","SM",70,130,180,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-posteriorcingulate ↔ rh-fusiform","SM - VIS","posterior cingulate - fusiform","Decreased"
15,25,15,25,-0.0250527818921135,-0.0276941545690197,-0.00264137267690621,-0.0305265955058032,0.0305265955058032,0.86,"S3_vs_S2","Negligible","Not Significant","Neither",14,"isthmus cingulate","medial","rh-isthmuscingulate","#8c148c","cortical",7,16,125.08,123.11,103.98,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-isthmuscingulate ↔ rh-fusiform","DMN - VIS","isthmus cingulate - fusiform","Decreased"
16,25,16,25,-0.0627507803841087,-0.0899085461789409,-0.0271577657948323,-0.313864884917041,0.313864884917041,0.503,"S3_vs_S2","Small","Not Significant","Neither",15,"postcentral","medial","rh-postcentral","#dc1414","cortical",2,4,107.64,82.426,125.71,"Somatomotor","SM",70,130,180,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-postcentral ↔ rh-fusiform","SM - VIS","postcentral - fusiform","Decreased"
17,25,17,25,-0.110531962419219,-0.0688434260538863,0.0416885363653325,0.481798383840351,0.481798383840351,0.327,"S3_vs_S2","Small","Not Significant","Neither",16,"supramarginal","lateral","rh-supramarginal","#50a014","cortical",4,7,116.4,75.537,113.26,"Ventral Attention","VA",196,58,250,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-supramarginal ↔ rh-fusiform","VA - VIS","supramarginal - fusiform","Increased"
18,25,18,25,-0.0134528316267149,-0.0060951296518477,0.00735770197486721,0.0850336622328119,0.0850336622328119,0.791,"S3_vs_S2","Negligible","Not Significant","Neither",17,"superior parietal","medial","rh-superiorparietal","#14b48c","cortical",3,5,94.215,106.76,80.907,"Dorsal Attention","DA",0,118,14,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-superiorparietal ↔ rh-fusiform","DA - VIS","superior parietal - fusiform","Increased"
19,25,19,25,-0.0467908752371141,-0.0349655505120743,0.0118253247250398,0.136666403708272,0.136666403708272,0.689,"S3_vs_S2","Negligible","Not Significant","Neither",18,"inferior parietal","lateral","rh-inferiorparietal","#dc3cdc","cortical",7,16,117.83,83.744,82.615,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-inferiorparietal ↔ rh-fusiform","DMN - VIS","inferior parietal - fusiform","Increased"
20,25,20,25,-0.03306116732653,-0.018025969318634,0.015035198007896,0.173763214842628,0.173763214842628,0.578,"S3_vs_S2","Negligible","Not Significant","Neither",19,"precuneus","medial","rh-precuneus","#a08cb4","cortical",7,11,110.78,120.23,88.356,"Default","DMN",205,62,78,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-precuneus ↔ rh-fusiform","DMN - VIS","precuneus - fusiform","Increased"
21,25,21,25,0.0325360033142486,0.0670123442360052,0.0344763409217566,0.398446354443003,0.398446354443003,0.366,"S3_vs_S2","Small","Not Significant","Neither",20,"cuneus","medial","rh-cuneus","#dc1464","cortical",1,2,126.55,120.01,67.225,"Visual","VIS",120,18,134,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-cuneus ↔ rh-fusiform","VIS - VIS","cuneus - fusiform","Increased"
22,25,22,25,0.0634177413429027,0.110569801427137,0.0471520600842344,0.544940847628773,0.544940847628773,0.357,"S3_vs_S2","Medium","Not Significant","Neither",21,"pericalcarine","medial","rh-pericalcarine","#78643c","cortical",1,2,141.12,116.39,66.125,"Visual","VIS",120,18,134,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-pericalcarine ↔ rh-fusiform","VIS - VIS","pericalcarine - fusiform","Increased"
23,25,23,25,0.139535205124592,0.149296628478619,0.00976142335402722,0.112813699064348,0.112813699064348,0.878,"S3_vs_S2","Negligible","Not Significant","Neither",22,"lateral occipital","medial","rh-lateraloccipital","#141e8c","cortical",1,1,146.65,96.814,58.337,"Visual","VIS",120,18,134,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-lateraloccipital ↔ rh-fusiform","VIS - VIS","lateral occipital - fusiform","Increased"
24,25,24,25,0.133225179925528,0.156201158532262,0.022975978606734,0.265535572246196,0.265535572246196,0.746,"S3_vs_S2","Small","Not Significant","Neither",23,"lingual","medial","rh-lingual","#e18c8c","cortical",1,2,149.93,115.02,82.742,"Visual","VIS",120,18,134,24,"fusiform","medial","rh-fusiform","#b4dc8c","cortical",1,1,171.77,96.248,108.3,"Visual","VIS",120,18,134,"rh-lingual ↔ rh-fusiform","VIS - VIS","lingual - fusiform","Increased"
1,26,1,26,0.00781379904181,0.0185842941259917,0.0107704950841817,0.124475637121058,0.124475637121058,0.719,"S3_vs_S2","Negligible","Not Significant","Neither",0,"lateral orbitofrontal","medial","rh-lateralorbitofrontal","#000000","cortical",5,10,166.42,105.56,175.97,"Limbic","LS",220,248,164,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-lateralorbitofrontal ↔ rh-parahippocampal","LS - SUB","lateral orbitofrontal - parahippocampal","Increased"
2,26,2,26,-0.0707757862950086,-0.030355280064508,0.0404205062305005,0.46714363884597,0.46714363884597,0.257,"S3_vs_S2","Small","Not Significant","Neither",1,"pars orbitalis","lateral","rh-parsorbitalis","#146432","cortical",7,17,161.1,83.404,181.14,"Default","DMN",205,62,78,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-parsorbitalis ↔ rh-parahippocampal","DMN - SUB","pars orbitalis - parahippocampal","Increased"
3,26,3,26,-0.00316938322252626,0.00457105554349959,0.00774043876602585,0.0894569877676901,0.0894569877676901,0.751,"S3_vs_S2","Negligible","Not Significant","Neither",2,"frontal pole","medial","rh-frontalpole","#640064","cortical",5,10,157.01,117.77,211.57,"Limbic","LS",220,248,164,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-frontalpole ↔ rh-parahippocampal","LS - SUB","frontal pole - parahippocampal","Increased"
4,26,4,26,0.0291764690779584,0.00194005551609387,-0.0272364135618645,-0.314773824648499,0.314773824648499,0.548,"S3_vs_S2","Small","Not Significant","Neither",3,"medial orbitofrontal","medial","rh-medialorbitofrontal","#c8234b","cortical",5,10,162.58,123.5,184.02,"Limbic","LS",220,248,164,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-medialorbitofrontal ↔ rh-parahippocampal","LS - SUB","medial orbitofrontal - parahippocampal","Decreased"
5,26,5,26,-0.101290131555663,-0.0780962658941568,0.0231938656615063,0.268053713682706,0.268053713682706,0.65,"S3_vs_S2","Small","Not Significant","Neither",4,"pars triangularis","lateral","rh-parstriangularis","#dc3c14","cortical",6,8,142,77.526,176.15,"Frontoparietal","FP",230,148,34,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-parstriangularis ↔ rh-parahippocampal","FP - SUB","pars triangularis - parahippocampal","Increased"
6,26,6,26,-0.11361626737049,-0.0736859443871014,0.0399303229833886,0.461478544389919,0.461478544389919,0.371,"S3_vs_S2","Small","Not Significant","Neither",5,"pars opercularis","lateral","rh-parsopercularis","#dcb48c","cortical",6,12,128.89,81.037,161,"Frontoparietal","FP",230,148,34,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-parsopercularis ↔ rh-parahippocampal","FP - SUB","pars opercularis - parahippocampal","Increased"
7,26,7,26,-0.129338157707584,-0.0826921503660042,0.0466460073415802,0.539092347901843,0.539092347901843,0.365,"S3_vs_S2","Medium","Not Significant","Neither",6,"rostral middle frontal","lateral","rh-rostralmiddlefrontal","#4b327d","cortical",6,8,134.57,95.262,194.35,"Frontoparietal","FP",230,148,34,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-rostralmiddlefrontal ↔ rh-parahippocampal","FP - SUB","rostral middle frontal - parahippocampal","Increased"
8,26,8,26,-0.0840718383347198,-0.0726834418960557,0.011388396438664,0.131616781903727,0.131616781903727,0.806,"S3_vs_S2","Negligible","Not Significant","Neither",7,"superior frontal","medial","rh-superiorfrontal","#14dca0","cortical",7,16,104.96,117.04,174.33,"Default","DMN",205,62,78,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-superiorfrontal ↔ rh-parahippocampal","DMN - SUB","superior frontal - parahippocampal","Increased"
9,26,9,26,-0.0847169053583171,-0.0798641450362043,0.00485276032211276,0.0560838130624033,0.0560838130624033,0.937,"S3_vs_S2","Negligible","Not Significant","Neither",8,"caudal middle frontal","lateral","rh-caudalmiddlefrontal","#641900","cortical",6,13,102.77,92.107,159.23,"Frontoparietal","FP",230,148,34,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-caudalmiddlefrontal ↔ rh-parahippocampal","FP - SUB","caudal middle frontal - parahippocampal","Increased"
10,26,10,26,-0.0790532097807,-0.0987075076571503,-0.0196542978764504,-0.227146591797001,0.227146591797001,0.528,"S3_vs_S2","Small","Not Significant","Neither",9,"precentral","medial","rh-precentral","#3c14dc","cortical",2,3,102.39,87.604,137.66,"Somatomotor","SM",70,130,180,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-precentral ↔ rh-parahippocampal","SM - SUB","precentral - parahippocampal","Decreased"
11,26,11,26,-0.0250464618781576,-0.0481387632817366,-0.023092301403579,-0.266879925884149,0.266879925884149,0.306,"S3_vs_S2","Small","Not Significant","Neither",10,"paracentral","medial","rh-paracentral","#3cdc3c","cortical",2,3,87.237,123.02,119.53,"Somatomotor","SM",70,130,180,25,"parahippocampal","medial","rh-parahippocampal","#14dc3c","cortical",8,18,164.83,105.64,117.48,"Subcortical","SUB",255,255,0,"rh-paracentral ↔ rh-parahippocampal","SM - SUB","paracentral - parahippocampal","Decreased"
